Country,HS_Code,Risk_Score,Drop_Months
Taiwan  Province of China,17,4.6,2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2022-05;2023-07;2023-12;2024-01;2025-02;2025-08
Taiwan  Province of China,26,4.3,2021-08;2023-02;2023-07;2023-08;2023-09;2024-11;2026-01;2026-03
Taiwan  Province of China,27,7.4,2020-04;2020-05;2020-06;2020-07;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2021-07;2021-08;2021-09;2021-12;2022-02;2022-05;2022-10;2022-12;2023-04;2023-06;2023-08;2023-09;2024-06;2024-07;2024-10;2024-11;2025-12;2026-01;2026-03
Taiwan  Province of China,31,5.2,2020-03;2020-06;2020-07;2020-09;2020-10;2020-11;2021-05;2022-01;2022-06;2022-09;2022-11;2022-12;2023-02;2023-07;2023-08;2024-03;2024-11;2025-03;2025-09
Taiwan  Province of China,39,2.8,
Taiwan  Province of China,44,3.9,2022-09;2022-10;2022-11;2024-02;2024-03;2024-05
Taiwan  Province of China,72,4.5,2020-05;2020-07;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2022-09;2022-10;2022-11;2022-12;2025-03
Taiwan  Province of China,76,2.6,
Taiwan  Province of China,84,2.6,
Taiwan  Province of China,93,7.6,2020-02;2020-04;2020-06;2020-11;2021-01;2021-02;2021-03;2021-10;2021-11;2022-04;2022-06;2022-07;2022-10;2022-12;2023-03;2023-04;2023-05;2023-08;2023-09;2023-11;2024-01;2024-02;2024-06;2024-07;2024-08;2024-10;2025-01;2025-03;2025-04;2025-05
Tanzania United Republic of,9,5.7,2020-03;2020-10;2020-12;2021-06;2021-08;2021-09;2021-11;2022-02;2022-10;2023-03;2023-04;2023-07;2023-11;2023-12;2024-01;2024-02;2024-07;2024-08;2024-09;2025-04;2025-05;2025-06;2026-01
Tanzania United Republic of,26,10.0,2023-04;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-03;2024-05;2024-07;2024-09;2025-01;2025-02;2025-04;2025-05;2025-06;2025-08;2026-01
Tanzania United Republic of,44,9.1,2020-07;2020-10;2021-03;2021-08;2022-04;2022-06;2022-10;2023-05;2023-07;2023-08;2023-11;2023-12;2024-09;2024-11;2025-03;2025-08;2025-09;2026-01
Tanzania United Republic of,76,9.0,2020-02;2020-08;2020-09;2021-04;2021-11;2022-03;2022-06;2022-08;2023-05;2024-04;2024-10;2024-12;2025-01;2025-03;2025-06;2025-07;2025-09;2025-11
Tanzania United Republic of,84,9.6,2020-02;2020-04;2020-05;2020-08;2021-10;2022-02;2022-06;2022-07;2022-11;2022-12;2023-04;2023-09;2023-11;2023-12;2024-03;2024-05;2025-02;2025-03;2025-06;2025-10;2025-11
Thailand,9,3.3,2020-02;2025-01;2025-06;2025-08
Thailand,10,8.4,2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2021-01;2021-02;2021-03;2021-05;2021-10;2021-11;2021-12;2022-06;2022-08;2022-09;2023-01;2023-03;2023-04;2023-10;2023-11;2023-12;2024-01;2024-02;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2025-05;2025-07;2025-10;2026-02;2026-03
Thailand,11,4.4,2020-01;2021-07;2021-12;2024-02;2024-05;2024-06;2025-01;2025-12;2026-02
Thailand,17,5.6,2020-01;2020-04;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2022-01;2022-09;2022-12;2023-11;2024-01;2024-02;2024-05;2026-03
Thailand,26,4.8,2020-01;2020-07;2020-08;2020-09;2020-10;2020-11;2021-02;2021-04;2023-02;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01
Thailand,27,4.7,2020-02;2020-05;2020-06;2020-07;2020-08;2021-03;2022-10;2022-12;2023-04;2023-07;2024-03;2024-05;2024-12;2025-06;2025-10;2025-11
Thailand,31,9.3,2020-03;2020-04;2020-06;2020-07;2020-10;2020-11;2021-01;2021-02;2021-06;2021-09;2022-03;2022-05;2022-06;2022-07;2022-11;2023-03;2023-09;2023-10;2023-12;2024-01;2024-02;2024-04;2024-05;2024-06;2024-07;2024-09;2024-10;2025-01;2025-03;2025-08;2025-11
Thailand,39,2.4,
Thailand,44,3.8,2020-11;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03
Thailand,72,3.4,2022-09;2023-02;2024-06;2024-11;2025-03
Thailand,76,2.6,2021-12
Thailand,84,2.1,
Thailand,93,9.3,2020-08;2022-03;2022-05;2022-08;2022-09;2022-12;2023-02;2024-12;2025-01
Timor Leste,9,8.8,2020-02;2020-03;2020-09;2020-10;2021-01;2021-02;2021-04;2021-08;2021-11;2022-08;2022-10;2023-04;2023-11;2024-01;2024-03;2024-09;2024-10;2025-02;2025-06;2025-08
Timor Leste,84,9.0,2024-04;2024-05;2024-06;2024-09;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-09
Togo,76,6.3,2020-01;2020-03;2020-04;2020-05;2020-06;2020-08;2020-09;2021-12;2022-10;2023-01;2024-05;2024-06;2024-07;2024-09;2024-10;2025-02;2025-03;2025-04;2025-11
Togo,84,10.0,2020-01;2020-02;2020-04;2020-07;2020-09;2022-04;2023-06;2023-11;2023-12;2024-08;2025-03
Tokelau,84,9.8,2021-08;2021-09;2021-10;2022-02;2022-03;2022-04;2023-03;2023-08;2023-10;2023-12;2024-06;2024-09;2024-10;2024-11;2025-04;2025-06;2025-08;2026-01;2026-03
Trinidad And Tobago,27,9.4,2020-03;2020-07;2020-10;2021-02;2021-08;2021-09;2021-10;2022-03;2022-06;2022-12;2023-04;2023-05;2023-07;2023-09;2023-11;2024-01;2024-02;2024-03;2024-10;2024-12;2026-01;2026-02;2026-03
Trinidad And Tobago,72,9.5,2020-01;2020-07;2020-08;2020-09;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2023-01;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09
Trinidad And Tobago,76,5.5,2020-03;2020-05;2020-07;2020-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2024-09;2025-07;2025-08;2025-10;2025-12;2026-01
Trinidad And Tobago,84,10.0,2020-02;2020-05;2020-06;2020-07;2020-09;2020-10;2021-01;2022-06;2022-08;2022-12;2023-04;2023-05;2023-07;2024-08;2025-05;2026-01
Tunisia,9,9.3,2020-04;2020-06;2021-09;2021-10;2021-12;2022-01;2022-02;2022-03;2022-04;2023-05;2023-12;2024-03;2024-06;2024-07;2025-01;2025-06;2025-10;2025-11;2026-02
Tunisia,11,9.4,2020-05;2020-06;2021-10;2022-03;2024-12;2025-04;2025-12
Tunisia,17,8.3,2020-01;2020-04;2020-08;2020-11;2021-01;2021-03;2021-07;2021-11;2022-03;2022-06;2022-09;2022-11;2023-12;2024-03;2024-05;2024-06;2024-07;2024-10;2024-11;2025-01;2025-07;2025-08;2025-09;2025-12
Tunisia,27,9.3,2021-08;2021-11;2023-11;2023-12;2024-01;2024-02;2024-03;2024-04;2024-06;2024-08;2024-10
Tunisia,39,6.5,2020-01;2020-02;2021-03;2021-05;2021-07;2022-08;2022-12;2023-02;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-04;2024-05;2025-06
Tunisia,44,9.3,2020-01;2020-03;2020-04;2020-06;2020-08;2020-09;2020-10;2020-12;2021-05;2021-07;2021-11;2022-02;2022-05;2023-04;2023-07;2023-08;2024-01;2024-02;2024-03;2024-05;2024-06;2024-07;2024-08;2024-11;2024-12;2025-03;2025-05;2025-06;2025-10
Tunisia,76,4.8,2022-05;2022-09;2022-11;2023-03;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2025-02
Tunisia,84,4.5,2020-01;2020-03;2020-07;2020-11;2021-02;2021-06;2021-09;2021-12;2022-03;2023-04;2025-10
Turkiye,9,4.6,2020-04;2021-08;2022-06;2022-10;2022-12;2023-01;2023-03;2023-09;2024-02;2024-04;2024-09;2025-06;2025-07
Turkiye,10,5.2,2021-06;2021-07;2021-10;2022-05;2022-11;2023-04;2023-12;2025-04;2025-07
Turkiye,11,4.4,2020-01;2020-04;2020-08;2020-11;2021-02;2021-04;2021-06;2022-11;2023-09;2024-01;2024-02;2024-10;2024-12
Turkiye,17,3.1,2023-12;2024-01
Turkiye,26,5.8,2020-02;2020-05;2021-01;2021-06;2021-07;2021-08;2021-10;2021-11;2022-03;2022-06;2022-08;2022-11;2022-12;2023-01;2023-02;2023-07;2023-10;2024-05;2026-01
Turkiye,27,7.7,2020-02;2020-07;2020-08;2020-11;2021-11;2021-12;2022-01;2022-02;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2023-01;2023-03;2023-04;2024-05;2024-06;2024-07;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-07;2025-08;2026-01
Turkiye,31,7.3,2020-01;2020-03;2021-04;2021-10;2022-05;2022-06;2022-09;2022-11;2022-12;2023-01;2023-03;2023-07;2023-08;2023-10;2023-12;2024-04;2024-06;2024-07;2024-12;2025-02;2025-11;2026-02
Turkiye,39,3.4,2022-03;2023-07;2023-09;2024-02
Turkiye,44,8.0,2020-01;2020-02;2020-04;2020-05;2020-09;2021-01;2021-03;2021-06;2021-07;2021-09;2021-11;2021-12;2022-04;2022-05;2022-08;2022-10;2023-02;2023-03;2023-06;2023-10;2023-11;2024-01;2024-02;2024-04;2024-07;2024-08;2024-09;2024-11;2024-12;2025-04;2025-05;2025-08
Turkiye,72,6.1,2020-01;2020-04;2020-06;2020-07;2020-08;2021-05;2021-12;2022-07;2022-10;2022-11;2022-12;2023-01;2023-03;2023-04;2023-06;2023-07;2023-09;2023-10;2024-01;2024-02;2024-04;2024-05;2024-08;2025-03;2025-06;2025-08;2025-09
Turkiye,76,7.2,2020-01;2020-02;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2022-04;2022-07;2022-09;2022-11;2022-12;2023-03;2023-09;2023-12;2024-02;2024-04;2024-05;2024-06;2024-08
Turkiye,84,3.0,2020-01;2023-01;2026-02
Turkiye,93,8.7,2020-03;2020-05;2020-07;2020-10;2020-12;2021-03;2021-05;2021-09;2021-10;2021-11;2022-03;2022-06;2023-04;2023-05;2023-08;2023-11;2024-01;2024-03;2024-06;2024-07;2024-08;2024-09;2024-11;2025-04;2025-07;2025-10
Uganda,9,6.3,2020-03;2020-04;2020-05;2021-01;2021-07;2021-09;2021-11;2023-03;2023-04;2023-05;2023-09;2023-10;2023-12;2024-01;2024-02;2024-07;2024-12;2025-02;2025-03;2025-04;2025-05;2025-06;2025-10
Uganda,39,10.0,2021-09;2022-06;2023-10;2023-12;2024-03;2025-06;2025-08
Uganda,84,8.8,2021-09;2021-12;2022-10;2022-11;2022-12;2025-02;2025-07;2025-08;2025-11;2026-01
Ukraine,9,9.3,2020-01;2020-04;2020-05;2020-10;2021-06;2021-07;2021-08;2021-09;2022-05;2023-01;2023-02;2023-03;2023-08;2024-03;2025-04;2025-11;2026-02
Ukraine,10,6.3,2020-08;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-08;2021-09;2022-07;2023-02;2023-03;2023-04;2023-09;2023-10;2023-12;2024-06;2024-07;2024-08;2025-02;2025-05;2025-06;2025-07;2025-08;2025-11
Ukraine,11,9.5,2020-01;2020-04;2020-05;2020-08;2020-09;2021-03;2021-05;2021-06;2021-09;2021-12;2022-06;2022-10;2022-11;2023-01;2023-02;2023-04;2023-07;2023-09;2024-09;2025-05;2025-07;2025-08;2025-11
Ukraine,17,8.5,2020-04;2020-07;2020-08;2020-09;2020-11;2021-03;2021-06;2021-10;2021-11;2021-12;2022-04;2022-05;2022-07;2022-10;2023-02;2023-03;2023-08;2024-01;2024-03;2024-09;2024-11;2024-12;2025-05;2025-06;2025-10;2026-02
Ukraine,26,8.4,2020-01;2020-03;2020-04;2020-06;2020-08;2020-10;2021-01;2021-07;2022-02;2022-05;2022-06;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-06;2023-07;2023-11;2024-02;2024-06;2024-08;2024-09;2024-10;2024-12;2025-11;2026-03
Ukraine,27,10.0,2020-05;2020-06;2021-01;2021-02;2021-03;2022-05;2022-10;2023-01;2023-09;2023-11;2024-05;2024-07;2024-08;2024-12;2025-03;2025-04;2025-06;2026-01
Ukraine,31,8.0,2021-06;2022-04;2022-06;2022-09;2022-11;2023-01;2023-02;2023-03;2023-11;2024-03;2024-04;2024-06;2024-07;2024-08;2024-10;2024-11;2025-01;2025-12;2026-01
Ukraine,39,6.9,2020-04;2020-09;2020-10;2020-11;2021-02;2021-06;2021-08;2021-09;2022-03;2022-04;2022-05;2022-07;2022-09;2022-10;2022-12;2023-02;2023-07;2023-08;2023-10;2023-12;2024-01;2024-09;2025-03;2025-05;2025-06;2025-08;2025-11;2025-12;2026-01;2026-02
Ukraine,44,6.3,2020-01;2020-02;2020-03;2020-04;2020-05;2021-12;2022-01;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2023-03;2023-04;2023-10;2023-12;2024-01;2024-02;2024-03;2024-06;2024-09;2025-05;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01
Ukraine,72,8.6,2020-03;2020-04;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-06;2021-09;2021-12;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-07;2023-09;2023-10;2023-11;2023-12;2024-01;2024-06;2024-07;2024-08;2024-09;2025-03;2025-06;2025-08;2025-10
Ukraine,76,9.7,2020-04;2020-11;2021-02;2021-07;2021-09;2021-10;2022-04;2022-11;2022-12;2023-02;2023-03;2023-06;2024-05;2024-06;2024-12;2025-03;2025-06;2025-08;2026-01
Ukraine,84,6.5,2020-01;2020-06;2020-07;2020-08;2021-02;2021-03;2021-04;2021-05;2021-11;2021-12;2022-04;2022-06;2022-07;2022-09;2023-03;2023-05;2023-10;2023-11;2023-12;2024-06;2024-08;2024-09;2025-01;2025-02;2025-11;2026-01
United Arab Emirates,9,7.2,2020-01;2020-02;2020-07;2020-10;2021-04;2021-08;2021-09;2021-12;2022-09;2022-11;2022-12;2023-03;2023-04;2023-07;2023-10;2024-01;2024-05;2024-08;2024-09;2024-11;2024-12;2025-01;2025-04;2025-06;2025-07;2025-10;2026-02
United Arab Emirates,10,10.0,2020-03;2020-08;2021-05;2024-01;2024-07;2024-11;2024-12;2025-02;2025-03;2025-04;2025-06;2025-10
United Arab Emirates,11,8.9,2020-05;2021-01;2021-03;2021-07;2021-10;2021-12;2022-02;2022-04;2022-06;2022-09;2022-11;2024-02;2024-09;2024-11;2025-01;2025-03;2025-04;2025-05;2025-07;2025-08;2025-10;2025-12
United Arab Emirates,17,9.3,2020-01;2020-02;2020-05;2020-08;2022-01;2022-02;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-03;2023-05;2023-07;2023-09;2024-02;2024-03;2024-06;2024-10;2024-12;2025-02;2025-07;2025-08;2025-09;2026-01;2026-03
United Arab Emirates,26,6.8,2020-10;2021-04;2021-07;2021-08;2021-09;2021-12;2022-05;2023-01;2023-04;2023-09;2023-10;2023-11;2023-12;2024-02;2024-03;2024-04;2025-05;2026-02
United Arab Emirates,27,3.3,2020-10;2020-11;2022-02;2023-07;2025-04
United Arab Emirates,31,10.0,2020-07;2020-08;2020-11;2021-03;2022-07;2022-09;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-10;2025-01
United Arab Emirates,39,3.8,2022-05;2023-04;2023-08;2024-02;2025-02;2025-03;2025-08
United Arab Emirates,44,9.3,2020-03;2020-06;2020-07;2020-10;2020-11;2021-01;2021-12;2022-07;2022-12;2023-04;2023-06;2023-08;2024-01;2024-05;2024-07;2024-09;2024-11;2025-06;2025-08;2025-12;2026-01;2026-02;2026-03
United Arab Emirates,72,7.6,2020-01;2020-02;2020-05;2020-07;2020-10;2020-11;2020-12;2021-01;2021-04;2021-08;2021-09;2021-11;2022-03;2022-04;2022-06;2022-08;2022-09;2022-12;2023-01;2023-02;2024-08;2024-10;2024-11;2025-01;2025-02;2025-03;2025-05;2025-06;2025-07;2025-08;2025-09
United Arab Emirates,76,3.1,2023-01;2023-03;2023-05
United Arab Emirates,84,5.8,2020-01;2020-03;2020-05;2020-07;2020-08;2021-10;2021-12;2022-04;2022-06;2023-02;2023-03;2023-07;2023-08;2023-10;2023-11;2023-12;2024-01;2024-05;2024-08;2024-11;2025-01;2025-06
United Arab Emirates,93,9.9,2020-04;2020-07;2021-06;2022-02;2022-03;2023-01;2023-04;2023-05;2024-01;2024-11;2025-05;2025-11;2026-03
United Kingdom,9,5.1,2020-05;2020-08;2021-09;2022-01;2022-12;2023-05;2023-06;2023-07;2023-08;2023-09;2023-10;2023-11;2023-12;2024-02;2024-03;2024-04;2024-06;2024-07;2025-05;2025-09;2025-11
United Kingdom,10,6.6,2020-04;2020-05;2020-06;2020-10;2020-12;2021-01;2021-02;2021-03;2022-04;2022-05;2022-06;2022-07;2024-04;2024-07;2024-08;2024-09;2024-12;2025-09;2025-11;2026-01
United Kingdom,11,5.3,2020-03;2020-04;2020-06;2020-07;2021-08;2022-09;2022-10;2023-01;2023-05;2023-06;2023-07;2024-08;2024-09;2025-05;2025-10;2025-11;2026-01
United Kingdom,17,5.4,2021-08;2022-01;2022-05;2023-06;2023-08;2023-09;2023-11;2023-12;2024-02;2024-03;2024-05;2024-07;2024-08;2025-10;2025-11;2025-12;2026-01
United Kingdom,26,6.1,2020-08;2020-09;2020-10;2020-11;2021-04;2021-06;2021-07;2021-09;2021-10;2021-11;2021-12;2022-03;2023-08;2023-10;2024-02;2024-03;2024-09;2024-11;2024-12;2025-01;2025-02;2025-04
United Kingdom,27,6.8,2020-01;2020-04;2021-08;2022-01;2022-07;2022-10;2022-11;2022-12;2023-02;2023-04;2023-05;2023-06;2023-08;2023-09;2024-10;2024-11;2025-02;2025-03;2025-09;2025-11;2025-12;2026-01;2026-03
United Kingdom,31,7.9,2020-01;2020-07;2020-12;2021-02;2021-03;2021-04;2021-07;2021-09;2021-10;2022-02;2022-04;2022-06;2022-09;2022-10;2022-12;2023-03;2023-05;2023-08;2023-11;2024-01;2024-04;2024-05;2024-06;2024-09;2024-10;2024-11;2025-02;2025-07;2026-01;2026-02
United Kingdom,39,4.6,2020-01;2020-04;2020-05;2020-10;2020-12;2021-01;2021-02;2021-03;2021-07;2021-08;2021-09;2021-11;2022-02;2022-04;2022-10;2023-07;2023-12;2024-03;2024-11;2025-04;2025-12
United Kingdom,44,6.1,2020-05;2020-06;2020-07;2021-03;2021-04;2021-12;2022-01;2022-11;2023-02;2023-08;2024-01;2024-03;2024-07;2025-02;2025-03;2025-04;2025-10;2025-11;2026-02
United Kingdom,72,4.8,2020-04;2020-05;2020-06;2020-08;2020-10;2020-12;2021-01;2021-02;2021-09;2022-07;2022-08;2022-10;2023-01;2024-02;2024-03;2024-11;2025-05;2025-08;2025-09;2025-10;2025-12;2026-02;2026-03
United Kingdom,76,4.9,2020-08;2021-09;2022-03;2022-04;2022-08;2022-10;2022-11;2023-07;2024-02;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2026-01;2026-02
United Kingdom,84,3.4,2020-09;2020-12;2021-01;2024-05
United Kingdom,93,8.2,2020-02;2020-03;2020-04;2020-08;2021-01;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2022-02;2022-03;2022-04;2022-06;2022-12;2023-02;2023-04;2023-05;2023-07;2023-08;2023-11;2023-12;2024-01;2024-10;2025-01;2025-03;2025-04;2025-06;2025-07;2025-09;2025-11;2026-02
United States,9,2.8,2023-02;2023-04
United States,10,4.8,2020-01;2020-02;2020-03;2021-09;2021-10;2021-12;2022-02;2022-03;2022-04;2022-05;2023-06;2023-10
United States,11,3.4,2020-02;2020-04;2020-05;2020-06
United States,17,2.6,
United States,26,5.6,2020-02;2020-05;2020-07;2020-12;2021-05;2021-06;2021-07;2021-08;2022-12;2023-03;2023-05;2023-07;2023-11;2024-02;2024-03;2024-09;2025-01;2025-04;2025-05;2026-02;2026-03
United States,27,2.8,2020-08
United States,31,5.5,2020-01;2020-07;2020-11;2020-12;2021-06;2021-08;2022-04;2022-07;2022-12;2023-01;2023-02;2023-05;2023-06;2023-08;2023-09;2023-11;2024-01;2024-03;2025-08;2025-09;2025-10;2026-02
United States,39,3.1,2021-07
United States,44,5.0,2021-02;2021-05;2022-04;2022-07;2022-09;2022-11;2022-12;2023-02;2023-03;2023-05;2023-06;2023-08;2023-10;2024-01;2024-09;2024-11;2025-03;2025-04;2025-05;2025-07;2025-08
United States,72,6.2,2020-02;2020-03;2020-05;2020-06;2020-07;2020-09;2020-10;2020-11;2021-01;2021-03;2022-02;2022-04;2022-09;2022-10;2022-11;2022-12;2023-01;2023-05;2023-06;2024-02;2024-03;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-12;2025-03;2026-01;2026-02
United States,76,2.2,
United States,84,2.4,2022-07
United States,93,6.8,2020-01;2020-04;2020-07;2020-08;2020-09;2020-11;2020-12;2021-02;2021-04;2021-05;2021-06;2021-10;2022-02;2022-03;2022-05;2022-06;2022-09;2022-10;2023-01;2023-04;2023-12;2024-05;2025-02;2025-03;2025-09;2026-03
Uruguay,9,9.3,2020-12;2022-05;2022-06;2022-10;2023-02;2023-07;2023-09;2024-01;2024-04;2024-08;2024-10;2024-11;2024-12;2025-01;2025-03;2025-09
Uruguay,17,9.2,2022-06;2023-02;2023-04;2023-07;2024-06;2024-09;2024-10;2025-03;2025-04;2025-07;2025-12;2026-03
Uruguay,26,9.2,2021-01;2021-02;2021-04;2021-05;2021-06;2021-09;2021-11;2022-08;2023-03;2023-06;2023-07;2023-09;2023-10;2023-11;2023-12;2024-01;2024-02;2024-04;2024-05;2025-06
Uruguay,44,5.9,2020-02;2020-03;2020-04;2020-05;2020-08;2021-01;2021-06;2022-09;2022-10;2023-08;2023-12;2024-02;2024-03;2024-04;2024-05;2024-07;2025-06;2025-08;2025-09;2025-10;2025-11;2026-01
Uruguay,76,8.6,2021-06;2021-09;2021-11;2022-02;2022-12;2024-01;2024-02;2024-03;2024-04;2024-05;2025-07;2025-12;2026-03
Uruguay,84,9.3,2020-01;2020-05;2020-06;2020-10;2020-11;2021-02;2021-08;2022-07;2022-11;2023-04;2023-06;2023-07;2023-09;2023-10;2023-12;2024-05;2024-08;2025-02;2025-09;2025-10;2025-11;2025-12;2026-01;2026-03
Uzbekistan,9,9.1,2022-01;2022-05;2022-06;2022-08;2022-09;2022-10;2022-12;2023-02;2023-04;2023-05;2023-09;2024-02;2024-03;2024-04;2024-07;2024-11;2025-01;2025-05;2025-06;2025-10;2026-02
Uzbekistan,10,10.0,2021-10;2022-03;2022-10;2023-04;2023-05;2024-01;2024-08;2025-02;2025-06;2026-02;2026-03
Uzbekistan,11,10.0,2020-07;2020-10;2020-12;2021-01;2021-05;2021-06;2022-03;2023-02;2023-10;2024-06;2024-11;2025-03;2025-05;2025-12
Uzbekistan,17,8.8,2020-12;2021-11;2022-01;2022-02;2022-04;2022-06;2022-07;2022-09;2022-10;2023-03;2023-05;2023-09;2023-11;2024-01;2025-01;2025-07;2025-08;2025-11;2025-12;2026-02;2026-03
Uzbekistan,27,8.0,2020-01;2020-05;2020-09;2020-11;2021-11;2022-04;2022-08;2024-02;2024-11;2025-01;2025-06;2025-07;2025-08;2025-10;2026-01;2026-02
Uzbekistan,31,9.0,2020-01;2020-03;2020-07;2020-08;2020-10;2020-12;2021-06;2021-11;2021-12;2022-07;2022-11;2023-01;2023-02;2023-03;2023-10;2024-06;2024-07;2024-09;2024-12;2025-03;2025-08;2025-10;2025-11;2026-01;2026-02
Uzbekistan,39,9.3,2020-02;2020-07;2020-10;2020-12;2021-01;2021-08;2021-11;2022-02;2022-03;2023-09;2023-11;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-04;2025-05;2025-09;2025-10;2025-12;2026-01;2026-03
Uzbekistan,72,9.8,2020-03;2021-08;2021-10;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2023-03;2023-10;2025-12;2026-01;2026-02
Uzbekistan,84,7.3,2020-01;2020-03;2020-04;2020-05;2020-07;2020-08;2020-09;2021-06;2021-09;2021-10;2022-04;2023-03;2023-06;2023-10;2024-01;2024-03;2024-04;2024-05;2024-07;2024-11;2024-12;2025-02;2025-04;2025-05;2025-06;2025-09;2025-12;2026-03
Venezuela,39,10.0,2020-02;2020-06;2020-11;2021-04;2021-09;2021-10;2022-02;2022-05;2022-07;2022-12;2023-06;2023-08;2024-01;2024-07;2025-06
Venezuela,76,9.0,2020-01;2020-05;2020-06;2020-09;2020-10;2022-02;2022-03;2022-04;2022-08;2022-11;2022-12;2023-01;2023-04;2023-05;2023-07;2023-08;2023-09;2023-10;2025-01;2025-04;2025-10;2026-02;2026-03
Venezuela,84,9.6,2020-05;2020-06;2020-11;2020-12;2021-02;2021-03;2021-06;2022-04;2022-08;2022-10;2022-11;2023-01;2023-02;2023-06;2023-08;2023-11;2024-06;2024-12;2025-07;2026-01;2026-02
Viet nam,9,2.7,2024-12
Viet nam,10,7.3,2020-05;2021-01;2021-02;2021-08;2021-09;2021-10;2021-12;2022-02;2022-03;2022-04;2022-11;2023-01;2023-07;2023-10;2024-01;2024-03;2024-04;2024-05;2024-06;2025-01;2025-07;2025-09;2025-12;2026-03
Viet nam,11,5.0,2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-12;2021-01;2021-03;2021-06;2021-12;2022-02;2023-01;2024-02;2024-03;2024-05;2024-06;2024-10
Viet nam,17,5.9,2020-01;2020-02;2020-03;2020-12;2022-12;2023-01;2023-02;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2025-05;2025-08;2025-09;2025-10;2025-11
Viet nam,26,5.4,2020-01;2020-05;2022-01;2022-05;2022-07;2022-08;2022-10;2022-11;2022-12;2023-02;2023-04;2023-06;2023-11;2024-05;2024-09;2024-10;2025-03;2025-04;2025-07;2025-09;2025-11
Viet nam,27,7.0,2020-01;2020-04;2020-06;2020-08;2020-09;2020-10;2020-11;2021-01;2021-02;2022-06;2022-09;2022-10;2022-11;2022-12;2023-01;2023-04;2023-05;2023-07;2023-08;2023-09;2023-10;2023-11;2024-02;2024-03;2024-06;2024-11;2025-08;2025-10;2026-01;2026-02
Viet nam,31,7.8,2020-04;2020-06;2020-07;2020-09;2020-10;2020-12;2021-03;2021-04;2021-07;2022-10;2022-11;2022-12;2023-01;2023-02;2023-04;2023-05;2023-06;2023-07;2023-08;2023-09;2024-03;2025-01;2025-04;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02
Viet nam,39,1.8,
Viet nam,44,2.7,
Viet nam,72,3.6,2020-02;2022-10;2023-03;2023-05;2025-08;2025-09;2026-01
Viet nam,76,2.8,
Viet nam,84,1.9,
Yemen,9,8.2,2020-01;2020-02;2020-03;2020-05;2020-07;2020-09;2020-10;2021-04;2021-11;2022-01;2022-02;2022-06;2022-07;2022-08;2022-12;2023-03;2023-06;2023-07;2023-10;2024-02;2024-03;2024-04;2024-06;2024-07;2024-08;2024-10;2024-11;2024-12;2025-01;2025-05;2025-07;2026-03
